﻿key_resp.keys,key_resp.rt,trial_para,tar_shape,dis_color_condi,tar_line,cor_resp,dis_loc,tar_loc,resp.keys,resp.corr,resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,block_num,key_resp_3.keys,key_resp_3.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
space,9.9666,"[""circle"",""red"",""hori"",""left"",[-150,0],[0,150]]",circle,red,hori,left,"[-150,0]","[0,150]",left,1,1.761,0,0,0,0,1,001,2025-03-10_17h04.47.492,SL_base,2021.2.3,Win32,100,,,,,,,,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[106,-106]]",circle,no_dis,hori,left,"[99999,99999]","[106,-106]",left,1,1.8697,1,0,1,0,1,001,2025-03-10_17h04.47.492,SL_base,2021.2.3,Win32,100,,,,,,,,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[106,-106]]",circle,no_dis,hori,left,"[99999,99999]","[106,-106]",left,1,1.2507,2,0,2,0,1,001,2025-03-10_17h04.47.492,SL_base,2021.2.3,Win32,100,,,,,,,,,,,,,,,
,,"[""diamond"",""red"",""vert"",""up"",[150,0],[-106,-106]]",diamond,red,vert,up,"[150,0]","[-106,-106]",up,1,1.2921,3,0,3,0,1,001,2025-03-10_17h04.47.492,SL_base,2021.2.3,Win32,100,,,,,,,,,,,,,,,
,,"[""diamond"",""green"",""vert"",""up"",[0,-150],[-106,-106]]",diamond,green,vert,up,"[0,-150]","[-106,-106]",up,1,1.3389,4,0,4,0,1,001,2025-03-10_17h04.47.492,SL_base,2021.2.3,Win32,100,,,,,,,,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[150,0]]",circle,no_dis,hori,left,"[99999,99999]","[150,0]",left,1,1.149,5,0,5,0,1,001,2025-03-10_17h04.47.492,SL_base,2021.2.3,Win32,100,,,,,,,,,,,,,,,
,,"[""diamond"",""red"",""vert"",""up"",[0,150],[150,0]]",diamond,red,vert,up,"[0,150]","[150,0]",left,0,1.363,6,0,6,0,1,001,2025-03-10_17h04.47.492,SL_base,2021.2.3,Win32,100,,,,,,,,,,,,,,,
,,"[""circle"",""green"",""vert"",""up"",[150,0],[-106,106]]",circle,green,vert,up,"[150,0]","[-106,106]",up,1,1.1502,7,0,7,0,1,001,2025-03-10_17h04.47.492,SL_base,2021.2.3,Win32,100,,,,,,,,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[0,-150],[106,106]]",circle,red,hori,left,"[0,-150]","[106,106]",left,1,1.3776,8,0,8,0,1,001,2025-03-10_17h04.47.492,SL_base,2021.2.3,Win32,100,,,,,,,,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[106,-106],[-106,106]]",circle,red,vert,up,"[106,-106]","[-106,106]",up,1,0.8544,9,0,9,0,1,001,2025-03-10_17h04.47.492,SL_base,2021.2.3,Win32,100,,,,,,,,,,,,,,,
